,CLAVE_MUNICIPIO,MUNICIPIO,CLAVE_ENTIDAD,ENTIDAD,M_LAT,M_LON
611,63,"OCOTLÁN, JALISCO",14,JALISCO,20.3514474,-102.768809
612,64,"OJUELOS DE JALISCO, JALISCO",14,JALISCO,21.8652914,-101.593513
613,65,"PIHUAMO, JALISCO",14,JALISCO,19.169313,-103.38778645927391
614,66,"PONCITLÁN, JALISCO",14,JALISCO,20.263965300000002,-102.88279855436468
615,67,"PUERTO VALLARTA, JALISCO",14,JALISCO,20.6407176,-105.220306
616,68,"VILLA PURIFICACIÓN, JALISCO",14,JALISCO,19.82320785,-104.73273779114446
617,69,"QUITUPAN, JALISCO",14,JALISCO,19.7944045,-102.88716124937912
618,70,"EL SALTO, JALISCO",14,JALISCO,20.5196964,-103.1813141
619,71,"SAN CRISTÓBAL DE LA BARRANCA, JALISCO",14,JALISCO,21.046335650000003,-103.51239235477239
620,72,"SAN DIEGO DE ALEJANDRÍA, JALISCO",14,JALISCO,20.95599725,-102.0261866206735
621,73,"SAN JUAN DE LOS LAGOS, JALISCO",14,JALISCO,21.2451843,-102.3348587
622,74,"SAN JULIÁN, JALISCO",14,JALISCO,20.993872,-102.15835703145814
623,75,"SAN MARCOS, JALISCO",14,JALISCO,20.7919487,-104.1956497
624,76,"SAN MARTÍN DE BOLAÑOS, JALISCO",14,JALISCO,21.572028,-103.791540505538
625,77,"SAN MARTÍN HIDALGO, JALISCO",14,JALISCO,20.4357022,-103.9301557
626,78,"SAN MIGUEL EL ALTO, JALISCO",14,JALISCO,21.0288209,-102.4045943
627,79,"GÓMEZ FARÍAS, JALISCO",14,JALISCO,19.8597509,-103.4101899172781
628,80,"SAN SEBASTIÁN DEL OESTE, JALISCO",14,JALISCO,20.85525095,-104.81653564032943
629,81,"SANTA MARÍA DE LOS ÁNGELES, JALISCO",14,JALISCO,22.19050555,-103.18899010736042
630,82,"SAYULA, JALISCO",14,JALISCO,19.857163800000002,-103.60889569436725
631,83,"TALA, JALISCO",14,JALISCO,20.610062499999998,-103.70750330271915
632,84,"TALPA DE ALLENDE, JALISCO",14,JALISCO,20.2986583,-104.9524361256174
633,85,"TAMAZULA DE GORDIANO, JALISCO",14,JALISCO,19.6853653,-103.17006701011542
634,86,"TAPALPA, JALISCO",14,JALISCO,19.946663450000003,-103.77610588768835
635,87,"TECALITLÁN, JALISCO",14,JALISCO,19.4710115,-103.307062
636,88,"TECOLOTLÁN, JALISCO",14,JALISCO,20.275808599999998,-103.98225523369862
637,89,"TECHALUTA DE MONTENEGRO, JALISCO",14,JALISCO,20.09385005,-103.58022549909262
638,90,"TENAMAXTLÁN, JALISCO",14,JALISCO,20.13542195,-104.14261312504885
639,91,"TEOCALTICHE, JALISCO",14,JALISCO,21.4816157,-102.52011498971609
640,92,"TEOCUITATLÁN DE CORONA, JALISCO",14,JALISCO,20.11084605,-103.35552070918112
641,93,"TEPATITLÁN DE MORELOS, JALISCO",14,JALISCO,20.8151477,-102.758809
642,94,"TEQUILA, JALISCO",14,JALISCO,20.8821155,-103.8370907
643,95,"TEUCHITLÁN, JALISCO",14,JALISCO,20.6806057,-103.83278673516206
644,96,"TIZAPÁN EL ALTO, JALISCO",14,JALISCO,20.10729135,-103.09838165939337
645,97,"TLAJOMULCO DE ZÚÑIGA, JALISCO",14,JALISCO,20.48187375,-103.40050966382874
646,98,"SAN PEDRO TLAQUEPAQUE, JALISCO",14,JALISCO,20.6397718,-103.3120428
647,99,"TOLIMÁN, JALISCO",14,JALISCO,19.5445588,-103.97344549996296
648,100,"TOMATLÁN, JALISCO",14,JALISCO,19.937571050000003,-105.15095312256224
649,101,"TONALÁ, JALISCO",14,JALISCO,20.6241367,-103.2421263
650,102,"TONAYA, JALISCO",14,JALISCO,19.86681275,-103.91820085013313
651,103,"TONILA, JALISCO",14,JALISCO,19.4294093,-103.5300375376384
652,104,"TOTATICHE, JALISCO",14,JALISCO,21.9650233,-103.443368864401
653,105,"TOTOTLÁN, JALISCO",14,JALISCO,20.5374256,-102.74941690478656
654,106,"TUXCACUESCO, JALISCO",14,JALISCO,19.68655575,-104.01339599244665
655,107,"TUXCUECA, JALISCO",14,JALISCO,20.139382849999997,-103.18939398295711
656,108,"TUXPAN, JALISCO",14,JALISCO,19.4374898,-103.41147046920722
657,109,"UNIÓN DE SAN ANTONIO, JALISCO",14,JALISCO,21.157614600000002,-102.00080128706158
658,110,"UNIÓN DE TULA, JALISCO",14,JALISCO,20.004524349999997,-104.22767687376117
659,111,"VALLE DE GUADALUPE, JALISCO",14,JALISCO,21.042653299999998,-102.67986462733046
660,112,"VALLE DE JUÁREZ, JALISCO",14,JALISCO,19.8146914,-102.98363356723414
661,113,"SAN GABRIEL, JALISCO",14,JALISCO,19.703787,-103.7478804422579
662,114,"VILLA CORONA, JALISCO",14,JALISCO,20.38914285,-103.68552715478332
663,115,"VILLA GUERRERO, JALISCO",14,JALISCO,22.0193796,-103.67905169408235
664,116,"VILLA HIDALGO, JALISCO",14,JALISCO,21.662926300000002,-102.58348539497958
665,117,"CAÑADAS DE OBREGÓN, JALISCO",14,JALISCO,21.167576750000002,-102.70743184881034
666,118,"YAHUALICA DE GONZÁLEZ GALLO, JALISCO",14,JALISCO,21.123410999999997,-102.95137191169567
667,119,"ZACOALCO DE TORRES, JALISCO",14,JALISCO,20.244094949999997,-103.59310626655152
668,120,"ZAPOPAN, JALISCO",14,JALISCO,20.7211203,-103.3913671
669,121,"ZAPOTILTIC, JALISCO",14,JALISCO,19.6260743,-103.4164682
670,122,"ZAPOTITLÁN DE VADILLO, JALISCO",14,JALISCO,19.503478700000002,-103.74883285669964
671,123,"ZAPOTLÁN DEL REY, JALISCO",14,JALISCO,20.46680925,-102.92302911944518
672,124,"ZAPOTLANEJO, JALISCO",14,JALISCO,20.6396569,-103.05151855846849
673,125,"SAN IGNACIO CERRO GORDO, JALISCO",14,JALISCO,20.76868135,-102.51481451130394
674,999,"NO ESPECIFICADO, JALISCO",14,JALISCO,,
675,1,"ACAMBAY DE RUÍZ CASTAÑEDA, MÉXICO",15,MÉXICO,19.959047050000002,-99.84802086293078
676,2,"ACOLMAN, MÉXICO",15,MÉXICO,19.6389474,-98.9109537
677,3,"ACULCO, MÉXICO",15,MÉXICO,20.1358065,-99.82746731897808
678,4,"ALMOLOYA DE ALQUISIRAS, MÉXICO",15,MÉXICO,18.850629249999997,-99.8686946908273
679,5,"ALMOLOYA DE JUÁREZ, MÉXICO",15,MÉXICO,19.39712725,-99.82162672889756
680,6,"ALMOLOYA DEL RÍO, MÉXICO",15,MÉXICO,19.16015755,-99.49748282325467
681,7,"AMANALCO, MÉXICO",15,MÉXICO,19.25568945,-99.98714767454418
682,8,"AMATEPEC, MÉXICO",15,MÉXICO,18.699277600000002,-100.28052848043276
683,9,"AMECAMECA, MÉXICO",15,MÉXICO,19.120025400000003,-98.70653181362624
684,10,"APAXCO, MÉXICO",15,MÉXICO,19.9807399,-99.15181011020428
685,11,"ATENCO, MÉXICO",15,MÉXICO,19.54339605,-98.95686144441686
686,12,"ATIZAPÁN, MÉXICO",15,MÉXICO,19.17488305,-99.49784930330678
687,13,"ATIZAPÁN DE ZARAGOZA, MÉXICO",15,MÉXICO,19.564017049999997,-99.27953557802653
688,14,"ATLACOMULCO, MÉXICO",15,MÉXICO,19.81591915,-99.86811932469178
689,15,"ATLAUTLA, MÉXICO",15,MÉXICO,19.01618335,-98.70553666625293
690,16,"AXAPUSCO, MÉXICO",15,MÉXICO,19.766078399999998,-98.79807909981619
691,17,"AYAPANGO, MÉXICO",15,MÉXICO,19.1268995,-98.8020936
692,18,"CALIMAYA, MÉXICO",15,MÉXICO,19.1685936,-99.64426313296437
693,19,"CAPULHUAC, MÉXICO",15,MÉXICO,19.1922895,-99.4645519
694,20,"COACALCO DE BERRIOZÁBAL, MÉXICO",15,MÉXICO,19.6359452,-99.0948573
695,21,"COATEPEC HARINAS, MÉXICO",15,MÉXICO,18.93968615,-99.80428773312823
696,22,"COCOTITLÁN, MÉXICO",15,MÉXICO,19.22765685,-98.85986662572438
697,23,"COYOTEPEC, MÉXICO",15,MÉXICO,19.7764137,-99.2088914
698,24,"CUAUTITLÁN, MÉXICO",15,MÉXICO,19.705518249999997,-99.16662568774402
699,25,"CHALCO, MÉXICO",15,MÉXICO,19.2382585,-98.81888376395177
700,26,"CHAPA DE MOTA, MÉXICO",15,MÉXICO,19.81894465,-99.53471167139043
701,27,"CHAPULTEPEC, MÉXICO",15,MÉXICO,19.2010018,-99.5619998
702,28,"CHIAUTLA, MÉXICO",15,MÉXICO,19.5488385,-98.8816593
703,29,"CHICOLOAPAN, MÉXICO",15,MÉXICO,19.4162929,-98.9014367
704,30,"CHICONCUAC, MÉXICO",15,MÉXICO,19.5591193,-98.8954796
705,31,"CHIMALHUACÁN, MÉXICO",15,MÉXICO,19.4339293,-98.9580149
706,32,"DONATO GUERRA, MÉXICO",15,MÉXICO,19.318830249999998,-100.12260456947462
707,33,"ECATEPEC DE MORELOS, MÉXICO",15,MÉXICO,19.5994083,-99.0487281
708,34,"ECATZINGO, MÉXICO",15,MÉXICO,18.968412999999998,-98.73963581184753
709,35,"HUEHUETOCA, MÉXICO",15,MÉXICO,19.82220755,-99.27091641832402
710,36,"HUEYPOXTLA, MÉXICO",15,MÉXICO,19.9509597,-99.0653821846677
711,37,"HUIXQUILUCAN, MÉXICO",15,MÉXICO,19.37093275,-99.35680743246913
712,38,"ISIDRO FABELA, MÉXICO",15,MÉXICO,19.551747900000002,-99.46111852844331
713,39,"IXTAPALUCA, MÉXICO",15,MÉXICO,19.3129326,-98.8840481
714,40,"IXTAPAN DE LA SAL, MÉXICO",15,MÉXICO,18.8409773,-99.69292428364544
715,41,"IXTAPAN DEL ORO, MÉXICO",15,MÉXICO,19.261608250000002,-100.27065396296211
716,42,"IXTLAHUACA, MÉXICO",15,MÉXICO,19.6013674,-99.81332699561241
717,43,"XALATLACO, MÉXICO",15,MÉXICO,19.1843821,-99.4145622
718,44,"JALTENCO, MÉXICO",15,MÉXICO,19.75385145,-99.09300672597797
719,45,"JILOTEPEC, MÉXICO",15,MÉXICO,20.0169568,-99.6281796339068
720,46,"JILOTZINGO, MÉXICO",15,MÉXICO,19.49776855,-99.39557846465206
721,47,"JIQUIPILCO, MÉXICO",15,MÉXICO,19.5916325,-99.63117431851674
722,48,"JOCOTITLÁN, MÉXICO",15,MÉXICO,19.715886349999998,-99.76231750637743
723,49,"JOQUICINGO, MÉXICO",15,MÉXICO,19.06886475,-99.51175033488838
724,50,"JUCHITEPEC, MÉXICO",15,MÉXICO,19.09908255,-98.90256764809843
725,51,"LERMA, MÉXICO",15,MÉXICO,19.326363200000003,-99.46005201756853
726,52,"MALINALCO, MÉXICO",15,MÉXICO,18.893825999999997,-99.49416230442063
727,53,"MELCHOR OCAMPO, MÉXICO",15,MÉXICO,19.708069000000002,-99.1317328628983
728,54,"METEPEC, MÉXICO",15,MÉXICO,19.25113375,-99.5937281303492
729,55,"MEXICALTZINGO, MÉXICO",15,MÉXICO,19.3576908,-99.1226831
730,56,"MORELOS, MÉXICO",15,MÉXICO,18.75,-99.0
731,57,"NAUCALPAN DE JUÁREZ, MÉXICO",15,MÉXICO,19.4788356,-99.2327986
732,58,"NEZAHUALCÓYOTL, MÉXICO",15,MÉXICO,19.4079028,-99.0181547
733,59,"NEXTLALPAN, MÉXICO",15,MÉXICO,19.7262794,-99.07887891307111
734,60,"NICOLÁS ROMERO, MÉXICO",15,MÉXICO,19.63422625,-99.3695564379207
735,61,"NOPALTEPEC, MÉXICO",15,MÉXICO,19.7786668,-98.709913
736,62,"OCOYOACAC, MÉXICO",15,MÉXICO,19.2587373,-99.41777785971426
737,63,"OCUILAN, MÉXICO",15,MÉXICO,19.0013312,-99.39501582030928
738,64,"EL ORO, MÉXICO",15,MÉXICO,19.7959711,-100.06630200055355
739,65,"OTUMBA, MÉXICO",15,MÉXICO,19.65709395,-98.74015493982428
740,66,"OTZOLOAPAN, MÉXICO",15,MÉXICO,19.09865205,-100.33693343904531
741,67,"OTZOLOTEPEC, MÉXICO",15,MÉXICO,19.44420975,-99.52280284348663
742,68,"OZUMBA, MÉXICO",15,MÉXICO,19.0159932,-98.79513114520088
743,69,"PAPALOTLA, MÉXICO",15,MÉXICO,19.5630226,-98.8577076
744,70,"LA PAZ, MÉXICO",15,MÉXICO,24.1619948,-110.3158532
745,71,"POLOTITLÁN, MÉXICO",15,MÉXICO,20.212129349999998,-99.81300000856308
746,72,"RAYÓN, MÉXICO",15,MÉXICO,17.185199400000002,-92.99892095025339
747,73,"SAN ANTONIO LA ISLA, MÉXICO",15,MÉXICO,19.1692363,-99.55676535264995
748,74,"SAN FELIPE DEL PROGRESO, MÉXICO",15,MÉXICO,19.64919735,-99.97018795379648
749,75,"SAN MARTÍN DE LAS PIRÁMIDES, MÉXICO",15,MÉXICO,19.7044852,-98.8344679
750,76,"SAN MATEO ATENCO, MÉXICO",15,MÉXICO,19.262116849999998,-99.53700897682504
751,77,"SAN SIMÓN DE GUERRERO, MÉXICO",15,MÉXICO,18.97237055,-100.03192046285233
752,78,"SANTO TOMÁS, MÉXICO",15,MÉXICO,31.552872,-116.4085624
753,79,"SOYANIQUILPAN DE JUÁREZ, MÉXICO",15,MÉXICO,20.05175645,-99.51547279378471
754,80,"SULTEPEC, MÉXICO",15,MÉXICO,18.72126315,-99.99346209612563
755,81,"TECÁMAC, MÉXICO",15,MÉXICO,19.7115011,-98.968354
756,82,"TEJUPILCO, MÉXICO",15,MÉXICO,18.8906324,-100.12785901620762
757,83,"TEMAMATLA, MÉXICO",15,MÉXICO,19.19245815,-98.87216464957419
758,84,"TEMASCALAPA, MÉXICO",15,MÉXICO,19.8296695,-98.900539
759,85,"TEMASCALCINGO, MÉXICO",15,MÉXICO,19.915772,-100.00353
760,86,"TEMASCALTEPEC, MÉXICO",15,MÉXICO,19.10755855,-99.94884308193525
761,87,"TEMOAYA, MÉXICO",15,MÉXICO,19.489330199999998,-99.5945723803028
762,88,"TENANCINGO, MÉXICO",15,MÉXICO,19.146944,-98.201111
763,89,"TENANGO DEL AIRE, MÉXICO",15,MÉXICO,19.1493191,-98.87844339642103
764,90,"TENANGO DEL VALLE, MÉXICO",15,MÉXICO,19.0760032,-99.64809060595108
765,91,"TEOLOYUCAN, MÉXICO",15,MÉXICO,19.75797385,-99.17303298734157
766,92,"TEOTIHUACÁN, MÉXICO",15,MÉXICO,19.69335705,-98.88312638220704
767,93,"TEPETLAOXTOC, MÉXICO",15,MÉXICO,19.549184750000002,-98.75156233183489
768,94,"TEPETLIXPA, MÉXICO",15,MÉXICO,19.013928999999997,-98.84230655375005
769,95,"TEPOTZOTLÁN, MÉXICO",15,MÉXICO,19.7187644,-99.30693310548483
770,96,"TEQUIXQUIAC, MÉXICO",15,MÉXICO,19.8935209,-99.16711643558409
771,97,"TEXCALTITLÁN, MÉXICO",15,MÉXICO,18.941059799999998,-99.94037157752787
772,98,"TEXCALYACAC, MÉXICO",15,MÉXICO,19.1230882,-99.51056736373977
773,99,"TEXCOCO, MÉXICO",15,MÉXICO,19.47559065,-98.85539643391266
774,100,"TEZOYUCA, MÉXICO",15,MÉXICO,19.5902244,-98.9079359
775,101,"TIANGUISTENCO, MÉXICO",15,MÉXICO,19.1622428,-99.4616997553999
776,102,"TIMILPAN, MÉXICO",15,MÉXICO,19.922401,-99.68836524968654
777,103,"TLALMANALCO, MÉXICO",15,MÉXICO,19.206607499999997,-98.7323191358236
778,104,"TLALNEPANTLA DE BAZ, MÉXICO",15,MÉXICO,19.546490249999998,-99.1899352247449
779,105,"TLATLAYA, MÉXICO",15,MÉXICO,18.6178177,-100.2077018
780,106,"TOLUCA, MÉXICO",15,MÉXICO,19.292545,-99.6569007
781,107,"TONATICO, MÉXICO",15,MÉXICO,18.77693345,-99.62778642561516
782,108,"TULTEPEC, MÉXICO",15,MÉXICO,19.678169599999997,-99.12794455054969
783,109,"TULTITLÁN, MÉXICO",15,MÉXICO,19.6415635,-99.1714826
784,110,"VALLE DE BRAVO, MÉXICO",15,MÉXICO,19.1942638,-100.1316629
785,111,"VILLA DE ALLENDE, MÉXICO",15,MÉXICO,19.39464195,-100.14267735482537
786,112,"VILLA DEL CARBÓN, MÉXICO",15,MÉXICO,19.74446355,-99.4520652760428
787,113,"VILLA GUERRERO, MÉXICO",15,MÉXICO,18.941406999999998,-99.68253317671494
788,114,"VILLA VICTORIA, MÉXICO",15,MÉXICO,19.4323473,-99.96031814609884
789,115,"XONACATLÁN, MÉXICO",15,MÉXICO,19.441550200000002,-99.44750185811573
790,116,"ZACAZONAPAN, MÉXICO",15,MÉXICO,19.0625982,-100.26154529694037
791,117,"ZACUALPAN, MÉXICO",15,MÉXICO,20.50478495,-98.35579495773936
792,118,"ZINACANTEPEC, MÉXICO",15,MÉXICO,19.20277035,-99.81352348885127
793,119,"ZUMPAHUACÁN, MÉXICO",15,MÉXICO,18.8085183,-99.56390223058108
794,120,"ZUMPANGO, MÉXICO",15,MÉXICO,19.81293675,-99.08180953352705
795,121,"CUAUTITLÁN IZCALLI, MÉXICO",15,MÉXICO,19.6531356,-99.2145002
796,122,"VALLE DE CHALCO SOLIDARIDAD, MÉXICO",15,MÉXICO,19.282153,-98.9416122
797,123,"LUVIANOS, MÉXICO",15,MÉXICO,18.94664705,-100.39309655865515
798,124,"SAN JOSÉ DEL RINCÓN, MÉXICO",15,MÉXICO,19.661131,-100.1532177
799,125,"TONANITLA, MÉXICO",15,MÉXICO,19.67987445,-99.05521547558332
800,999,"NO ESPECIFICADO, MÉXICO",15,MÉXICO,,
801,1,"ACUITZIO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.4714566,-101.32607236608439
802,2,"AGUILILLA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.77850055,-102.75287277078948
803,3,"ÁLVARO OBREGÓN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.877672150000002,-101.02748277186097
804,4,"ANGAMACUTIRO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1500199,-101.7133577
805,5,"ANGANGUEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.628173599999997,-100.30081159797459
806,6,"APATZINGÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.0913792,-102.3537356
807,7,"APORO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6646637,-100.38342147757898
808,8,"AQUILA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.384389900000002,-103.31772401490642
809,9,"ARIO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.12973995,-101.70500180211313
810,10,"ARTEAGA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.387978949999997,-102.178567930947
811,11,"BRISEÑAS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.2431488,-102.57683868547991
812,12,"BUENAVISTA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.21451245,-102.55515798507565
813,13,"CARÁCUARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.99991005,-101.0281627593262
814,14,"COAHUAYANA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.758636449999997,-103.59691466735583
815,15,"COALCOMÁN DE VÁZQUEZ PALLARES, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.67328555,-103.07983148766003
816,16,"COENEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.78728255,-101.61326935853998
817,17,"CONTEPEC, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.9608742,-100.20493449118874
818,18,"COPÁNDARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.4390517,-101.7615033
819,19,"COTIJA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.7512889,-102.69290438898004
820,20,"CUITZEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.9879055,-101.11363613079172
821,21,"CHARAPAN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6501453,-102.2513758
822,22,"CHARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6691789,-101.00321735715764
823,23,"CHAVINDA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.0067244,-102.4591287
824,24,"CHERÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.7392995,-101.97582722193927
825,25,"CHILCHOTA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.8055295,-102.11074140295591
826,26,"CHINICUILA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.74665585,-103.38959390639951
827,27,"CHUCÁNDIRO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.8995517,-101.3333859
828,28,"CHURINTZIO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1401605,-102.09389729932022
829,29,"CHURUMUCO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.72075245,-101.61292036497531
830,30,"ECUANDUREO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1634544,-102.1933628
831,31,"EPITACIO HUERTA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1350186,-100.2931902
832,32,"ERONGARÍCUARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.5873931,-101.7207463
833,33,"GABRIEL ZAMORA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.154356649999997,-102.01055992743986
834,34,"HIDALGO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.62612675,-100.63674778914242
835,35,"LA HUACANA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.8495716,-101.85370073290201
836,36,"HUANDACAREO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.994230350000002,-101.26915278085048
837,37,"HUANIQUEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.878002950000003,-101.51132848631377
838,38,"HUETAMO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.65971875,-101.14026342497723
839,39,"HUIRAMBA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.5252911,-101.44924482393316
840,40,"INDAPARAPEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.760235899999998,-100.94292395361897
841,41,"IRIMBO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.7108232,-100.45299243292445
842,42,"IXTLÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.149178550000002,-102.41806746656182
843,43,"JACONA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.940849,-102.31748774975631
844,44,"JIMÉNEZ, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.9343082,-101.68574763728012
845,45,"JIQUILPAN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.9901664,-102.7191956
846,46,"JUÁREZ, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.29348285,-100.46459244066614
847,47,"JUNGAPEO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.4581378,-100.4943741
848,48,"LAGUNILLAS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.57524565,-101.42212314411687
849,49,"MADERO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.3541295,-101.175498120973
850,50,"MARAVATÍO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.89014525,-100.45327318434053
851,51,"MARCOS CASTELLANOS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.0503985,-102.95106139381687
852,52,"LÁZARO CÁRDENAS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,17.9594769,-102.198659
853,53,"MORELIA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.7027116,-101.1923818
854,54,"MORELOS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.991915749999997,-101.44234336562502
855,55,"MÚGICA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.967393450000003,-102.13102924344588
856,56,"NAHUATZEN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.649754350000002,-101.87739470376391
857,57,"NOCUPÉTARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.077809199999997,-101.20970243758651
858,58,"NUEVO PARANGARICUTIRO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.392762249999997,-102.18382708564647
859,59,"NUEVO URECHO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.1658919,-101.8681298
860,60,"NUMARÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.25831475,-101.96827329279095
861,61,"OCAMPO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.585665249999998,-100.32409245173253
862,62,"PAJACUARÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1500001,-102.518632233354
863,63,"PANINDÍCUARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.01814005,-101.76751591689647
864,64,"PARÁCUARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.0700692,-102.21958420718934
865,65,"PARACHO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6465929,-102.0480857
866,66,"PÁTZCUARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.5136796,-101.6099596
867,67,"PENJAMILLO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.09460555,-101.89873648136233
868,68,"PERIBÁN, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.4941114,-102.45601069227176
869,69,"LA PIEDAD, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.3429949,-102.031124
870,70,"PURÉPERO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.910552850000002,-102.01053327778646
871,71,"PURUÁNDIRO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.1194479,-101.54067288572034
872,72,"QUERÉNDARO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.7263241,-100.83867578933587
873,73,"QUIROGA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6638149,-101.5240271
874,74,"COJUMATLÁN DE RÉGULES, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.109369649999998,-102.88591307243043
875,75,"LOS REYES, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,19.6625795,-102.36989772074637
876,76,"SAHUAYO, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.04813265,-102.78216369078386
877,77,"SAN LUCAS, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,18.588040200000002,-100.79846366209705
878,78,"SANTA ANA MAYA, MICHOACÁN DE OCAMPO",16,MICHOACÁN DE OCAMPO,20.022658749999998,-101.02012964561712
